Word,Meaning
blanketing,bürümə
blankets,ədyal
blanks,blanklara
blare,boru səsi
blarney,yaltaklanma
blaspheme,küfretmek
blasphemed,küfr
blasphemer,küfr
blasphemes,küfr
blasphemies,küfr
blaspheming,küfrdən
blasphemous,kafir
blasphemy,kafirlik
blast,partlayış
blasting,partlayış
blasts,partlayış
blatant,abırsız
blatantly,açıq-aşkar
blather,boş-boş danışmaq
blaze,alov
blazed,başlayıb
blazer,parıltılı idman gödəkçəsi
blazing,parlaq
blazon,fiyaka
bleach,ağartmaq
bleached,ağardılmış
bleacher,tribün
bleachers,Tribunada
bleaches,birches
bleaching,ağartma
bleak,soyuq
bleakness,qəmginlik
blear,sönük
bleat,məkkilti
bleating,bəyirmə
bleed,qanamaq
bleeding,qanaxma
bleedings,qanaxmalar
blemish,ləkə
blench,ürkmek
blend,qatışıq
blended,Qarışıq
blenders,Blenderlər
blends,qarışıqları
blessed,mübarək
blessedness,xoş güzəran
blesses,xeyir-dua
blessing,nemət
blessings,xeyir-dua
blight,zərərverici
blimp,keşif balonu
blind,kor
blinded,kor
blindfold,gözübağlı
blinding,gözqamaşdırıcı
blindly,kor-koranə
blindness,korluq
blinds,pərdələri
blink,qırpmaq
blinking,yanıb-sönən
blinks,yanıb
bliss,zövq
blissful,zövqlü
blissfully,zövqlə
blissfulness,zövqsüzlük
blister,suluq
blistered,tuluqlu
blisters,blister
blistery,köpəş
blithe,Komik
blitz,blits
blitzkrieg,ildırımsürətli müharibə
blizzard,çovğun
blob,damcı
bloc,bloku
block,məhəllə
blockade,blokada
blockaded,mühasirəyə
blockades,blokadaların
blockage,tıxanma
blocked,bağlanacaq
blockers,blokerlerinin
blockhead,zırrama
blockhouse,blokhauz
blocking,blocker
blocks,blokları
blocs,bloku
bloke,herif
blond,sarışın
blonde,sarışın
blood,qan
bloodbaths,qan axıdılmışdı
bloodcurdling,dəhşətli
blooded,istiqanlı
bloodguilt,qan tökülməsində günahkar
bloodhound,qanıq it
bloodiest,qanlı
bloodless,qansız
bloodlessly,qansızcasına
bloodlessness,qansızlıq
bloodletting,kan alma
bloods,qanın
bloodshed,qırğın
bloodstain,qan ləkəsi
bloodstained,qanlı
bloodstains,kan
bloodstock,cins mal
bloodstone,kantaşı
bloodstream,Kan
bloodsucker,qaniçən
bloodsucking,qaniçən
bloodthirstiness,qansoranlıq
bloodthirsty,qaniçən
bloody,qanlı
bloom,tük
blooming,blyuminq
blooms,dead
blossom,gül
blossomed,çiçək
blossoms,çiçəyi
blot,ləkə
blotch,sızanaq
blotchy,ləkəli
blotted,örtər
blotter,suçəkən
blotting,basma
blow,zərbə
blower,körükçü
blowers,üfleyiciler
blowhole,hava deliği
blowing,əsən
blown,partladılmış
blows,zərbələr
blubber,balina yağı
blue,mavi
bluebeard,Göy saqqal
bluebell,zəngçiçəyi
bluebook,Cihaz
bluebottle,kurt sineği
blued,lilli
bluefish,lüfer
blueing,lil
blueness,mavilik
blues,dilxorçuluq
bluestocking,okumuş qadın
bluestone,göztaşı
bluff,kobud
bluing,zağlayıcı
bluish,abıyaçalan
blunder,səhv
blunderer,yassar
blundering,məharətsiz
blunt,küt
bluntly,düzünə
bluntness,kütlük
blur,ləkə
blurriness,solğunluq
blurry,bulanık
blurt,yumurtlamak
blush,qızarmaq
blushed,qızardı
blusher,ənlik
blushes,qızarır
blushing,terbiyeli
bluster,kəkələnmək
blustering,kəkələnmə
blusterous,kükrək
boar,qaban
board,kollegiya
boarded,mindik
boarder,kirənişin
boarders,xaricdə
boarding,minik
boardroom,Room
boards,lövhələr
boaster,yekəxana
boastful,lovğa
boastfully,lovğa
boastfulness,lovğalıq
boasting,məğrurluq
boat,qayıq
boatels,Yüzer oteller
boating,qayıq idmanı
boatman,qayıqçı
boats,qayıqlar
bobbin,tağalaq
bobbins,bobinlər
bobcat,amerika vaşağı
bobtail,kəsik quyruq
bode,boyun olmaq
bodes,qurumlar
bodied,əmək qabiliyyətli
bodies,orqanları
bodiless,bədənsiz
bodily,bədən
body,bədən
bodybuilder,Üstyapı
bodyguards,cangüdənlər
bodywork,karoser
bog,bataqlıq
bogged,bataqlıqlaşmışdır
bogging,bataqlaşdıran
boggle,ürkmek
boggy,bataqlıq
bogs,bataqlıqlarda
bogus,saxta
boil,qaynatmaq
boiled,qaynadılmış
boiler,qazan
boilers,qazanları
boiling,qaynama
boils,sonunda
boisterous,səs-küylü
boisterously,səs-küylü
boisterousness,qaraqışqırıqçılıq
bold,cəsarətli
boldface,yarımqara
boldfaced,arsız
boldly,cəsarətlə
boldness,cürət
bole,gövdə
bollworm,sovkası
bolster,mütəkkə
bolstered,təkan
bolstering,gücləndirilməsinin
bolted,cəftəli
bolter,ələk
bolting,boltlama
bolts,boltlar
bolus,həb
bomb,bomba
bombard,bombalamaq
bombarded,alı
bombardier,bombardirinə
bombardiers,Bombardirlərdən
bombardment,bombardman
bombardments,bombardman
bombards,bombardmana
bombast,təmtəraq
bombastic,qəliz
bombastically,təmtəraqla
bombed,bombaladı
bomber,bombardmançı
bombing,bombalama
bombings,bombalama
bombs,bomba
bombshell,sürpriz
bonbon,konfet
bond,rabitə
bondage,əsarət
bonded,bağlanmış
bondholder,ASC
bondmaid,kəniz
bondman,gəda
bonds,istiqrazlar
bondservant,qulu
bondsman,gəda
bondsmen,təslim olmuşlar
bondwoman,kəniz
bone,sümük
boned,kılçıklı
boneless,sümüksüz
bones,sümükləri
bonfire,tonqal
bonnet,kapot
bonnets,şlyapalar
bonus,mükafat
bonuses,bonuslar
bony,sümüklü
boob,qoyuneşşəyi
booby,qoyuneşşəyi
boodle,rüşvət
boohoo,hüngür hüngür ağlamak
book,kitab
bookbinder,cildçi
bookbinders,cildçilər
bookbinding,miniatür
bookcase,şkaf
booked,sifariş
booking,sifariş
bookings,rezervasyon
bookish,həyatdan uzaq
bookkeeper,mühasib
bookkeeping,mühasibat
booklet,buklet
booklets,bukletlər
bookmaker,bahis
bookmakers,bahis
bookman,kitabsatan
bookmobile,gezici kitabxana
bookplates,ekslibrislərdə
books,kitablar
bookseller,kitabsatan
booksellers,kitapçılar
bookselling,kitabsatan
bookshelf,kitab rəfi
bookshelves,raflardan
bookstall,kitab köşkü
bookstore,kitabevi
bookstores,kitapçılık
bookworm,kitab qurdu
boom,minnət
boomerang,bumeranq
booming,canlanmasının
booms,oxlarla
boon,nemət
boor,qanmaz
boorish,tərbiyəsiz
boorishly,qanmazcasına
boorishness,yekəbaşlıq
boors,Qazmaqs
boos,Yuhalama
boost,kömək
boosted,gücləndirdi
booster,qüvvətləndirici
boosting,artırmaq
boosts,gücləndirir
boot,çəkmə
bootblack,çəkməsilən
booted,ayaqqabılı
booth,köşk
booths,kabinələri
booting,önyükleme
bootjack,çizme çekeceği
bootleg,içki kaçakçılığı
bootlegger,qaçaqçı
bootlegging,içki kaçakçılığı
bootless,faydasız
bootlicker,yaltaq
boots,botinka
booty,kisib
booze,sərxoşluq etmək
boozer,pivəxana
boozy,sarhoş
borage,hodan
borates,boratlar
borax,boraks
border,sərhəd
bordered,haşiyəli
bordering,həmsərhəd
borderland,sınır
borderlands,sərhəd
borderline,sərhəd
borders,sərhədləri
bordure,bordür
bore,buruq
bored,cansıxıcı
boredom,cansıxıcılıq
borehole,quyu
boreholes,quyuları
borer,buruqçuluq
boric,bor
boring,qazma
boringly,darıxdırıcı
born,anadangəlmə
boron,bor
borough,şəhərciyində
borrow,borc almaq
borrowed,borc
borrower,borcalan
borrowers,borcalanların
borrowing,borc
borrowings,borclar
borrows,borc
bosom,qoltuq
bosoms,ürəklərin
boson,bozonu
boss,sahib
botanic,botanika
botanical,botaniki
botanist,botanik
botanists,botaniklərinin
botany,botanika
botch,əmək haqqı
botching,torching
botchy,leachy
both,həm
bother,narahat
bothered,narahat
bothering,bezdirici
bothers,qardaşları
bothersome,bezdirici
bots,Botları
bottle,şüşə
bottled,şişelenmiş
bottlenecks,darboğazlar
bottles,şüşə
bottling,doldurulması
bottom,alt
bottomed,paça
bottomless,dibsiz
bottoms,dibi
boucle,Bukle
bough,budaq
bought,alıb
boulder,qənbər
boulevard,bulvar
boulevards,bulvarlar
bounce,lovğalıq
bounced,geri
bouncer,fədai
bounces,sıçramalar
bouncing,dönen
bound,sıçrayış
boundaries,sərhədləri
boundary,sərhəd
bounded,həmsərhəddir
bounden,bouncy
boundless,hədsiz
boundlessly,hədsiz
boundlessness,qeyri-mütənahilik
bounds,kənarə
bountiful,kərəm
bounty,səxavətlilik
bouquet,buket
bouquets,buket
bourbon,Burbon
bourgeois,burjua
bourgeoisie,burjuaziya
boutique,butiki
boutiques,butiklər
bovine,anlaqsız
bow,yay
bowed,əyməli
bowel,bağırsaq
bowels,bağırsaq
bower,kameriye
bowers,Budak
bowery,çiftlik
bowl,fincan
bowler,təpəsi yumru şlyapa
bowls,kase
bowman,kamandar
bows,yay
bowshot,ok menzili
bowstring,kiriş
box,qutu
boxed,kutulu
boxer,boksçu
boxers,boksçular
boxes,qutuları
boxing,boks
boxwood,palma
boy,oğlan
boycott,boykot
boycotted,boykot
boycotting,boykot
bra,lifçik
brace,burğu
bracelet,bilərzik
bracelets,bilərziklər
bracer,Qolluqlar
braces,aşırma
bracing,möhkəmlətmə
bracken,eğreltiotu
bracket,mötərizə
bracketed,mötərizəyə
bracketing,çıxışı
brackets,Mötərizədə
brackish,şor
bract,bürgü
brae,yamaç
brag,lovğalanmaq
braggadocio,palavra
braggart,lovğa
bragged,övünürken
bragger,gopçu
bragging,gop
braid,saç
braided,Örgülü
braiding,hörmə
brain,beyin
braincase,kəllə sümüyünün
brained,beyinli
brainless,beyinsiz
brainlessness,beyinsizlik
brains,beyin
brainstem,beyinsapı
brainstorms,beyin fırtınalarından
brainwash,beyinlərinin yuyulmasının
brainy,başlı
braise,Köz
braised,Kızarmış
brake,tormoz
braked,əyləcə basdı
brakes,əyləc
braking,əyləc
bramble,tramble
brambling,birəbitdən
bran,kəpək
branch,filial
branched,budaqlı
branches,filialları
branchiate,qəlsəməli
branching,şax-budaq
branchless,budaqsız
branchy,budaqlı
brand,marka
branded,markalı
brander,damğaçı
brandied,Brendili
branding,dağlama
brandish,sallamak
brands,Markalar
brandy,brendi
bras,Turk
brash,kövrək
brass,sarı mis
brasses,latun
brassiere,lifçik
brassy,arsız
brat,əski
bravado,dəliqanlılıq
brave,igid
bravely,şücaətlə
braveness,hünəri
bravery,igidlik
braves,igidlərinin
bravo,əhsən
brawl,dava
brawler,davakar
brawn,əzələ
braying,anqırma
braze,lehim
brazen,həyasız
brazenly,həyasızcasına
brazenness,həyasızlıqdır
brazier,manqal
brazils,Braziliya
breach,deşmək
breached,pozmuş
breaches,pozuntular
breaching,pozan
bread,çörək
breads,çörəklər
breadth,eni
breadwinner,ailə başçısı
breadwinners,ailəni
break,fasilə
breakage,sınma
breakaway,təfriqəçilik
breakdown,avariya
breakdowns,qəza
breakers,dalğadöyən
breakfast,səhər yeməyi
breakfasts,səhər yeməyi
breaking,qırılma
breakneck,tehlikeli
breaks,fasilələri
breakthrough,sıçrayış
breakthroughs,nailiyyətlər
breakwater,dalğaqıran
breakwaters,Dalgakıran
bream,çapaq
breast,döş
breastbone,döş
breastfed,Ana südü
breastfeed,südü
breastfeeding,ana südü
breastplate,döşə
breasts,ürəklərdə
breath,nəfəs
breathable,nefes
breathe,nəfəs almaq
breathed,nəfəsi
breathes,nəfəs alır
breathing,nəfəs
breathless,nəfəssiz
breathlessness,təngnəfəslik
breaths,nəfəs
breathtaking,nefes
breccias,brekçiyalarıın
breech,arka
breeches,dizlik
breed,cins
breeder,damazlıq
breeding,heyvandarlıq
breeds,sülh
breeze,meh
breezeless,küləksiz
breezes,əsintilər
breeziness,salonun havalandırılmasını
breezing,mehli
breezy,küləkli
brethren,qardaşlar
brevity,müxtəsərlik
brew,dəm
brewer,pivəbişirən
brewing,pivəbişirmə
bribe,rüşvət
briber,rüşvətverən
bribers,rüşvətxordur
bribery,rüşvətxorluq
bribes,rüşvət
bribing,rüşvət
brick,kərpic
brickbat,kərpic qırıntısı
bricked,pozmadı
bricklayer,bənna
bricklaying,kərpic hörgüsü
bricks,kərpic
brickyard,kərpicxana
bridal,gəlin
bride,gəlin
bridegroom,bəy
brides,gəlinlər
bridge,körpü
bridged,körpülü
bridgehead,Köprübaşı
bridges,körpülər
bridle,yüyən
bridled,qantarğalı
brief,qısa
briefcase,portfel
briefcases,portfellər
briefed,məlumat
briefing,brifinq
briefings,brifinqlər
briefly,qısa
briefness,qısa olmasına
briefs,özetleri
brig,brik
brigade,briqada
brigades,briqadaları
brigadier,briqadir
brigand,quldur
brigandage,quldurluq
brigands,Quldurlar
bright,parlaq
brighter,parlaq
brightest,parlaq
brightly,şəfəqli
brightness,parlaqlıq
brigs,Nezarethaneleri
brilliance,parıltı
brilliancy,rövnəq
brilliant,parlaq
brilliantly,dahiyanə
brim,kənar
brimful,dodaqlama
brimstone,kükürd
brine,şoraba
bring,gətirmək
bringer,yağdıran
bringers,gətirən
bringing,gətirilməsi
brings,gətirir
brink,kənar
brisk,canlı
briskly,gur
briskness,diribaşlıq
bristle,tük
bristles,kıllar
brittle,kövrək
brittleness,kövrəklik
broach,delmek
broaching,Delme
broad,geniş
broadband,genişzolaqlı
broadcast,translyasiya
broadcasted,yayımlanacaq
broadcaster,yayımçı
broadcasters,yayım
broadcasting,yayım
broadcastings,veriliş
broadcasts,verilişləri
broadcloth,mahud
broaden,genişləndirmək
broadened,genişləndirilmiş
broadening,genişləndirilməsinə
broadens,genişləndirir
broader,geniş
broadest,geniş
broadleaf,enliyarpaqlı
broadly,geniş
broadminded,açıqfikirli
broadness,genişlik
broadside,borda
broadsword,pala
brocade,zərxara
brocaded,zər-zibalı
broccoli,brokoli
brochure,broşüra
brochures,broşuralar
broidery,tikmə
broil,qovrulmaq
broiled,qovrulmuş
broiler,broyler
broiling,qızmar
broke,qırdı
broken,sınıq
brokenly,qırıq-qırıq
brokenness,qırıqlıq
broker,dəllal
brokerage,komisyon
brokers,brokerlərin
brolly,trolly
brome,tonqalotu
bromide,brom
bromides,bromidlər
bromine,brom
bronchi,bronxlar
bronchial,bronxial
bronchitis,bronxit
bronchopneumonia,bronxopnevmoniya
bronco,vahşi at
bronze,bürünc
bronzes,bürünc
bronzing,qaraldıcı
brooch,broşka
brooches,broş
brood,fikir etmək
broody,kürt
brook,kiçik çay
broom,süpürgə
brooms,süpürgə
brose,Bros
broth,bulyon
brothel,fahişəxana
brother,qardaş
brotherhood,qardaşlıq
brotherly,qardaş
broths,həlimlər
brought,gətirdi
brow,qaş
browbeat,yıldırmak
browbeaten,halına
brown,palıdı
brownie,damdabaca
brownies,kek
brownish,qonurvarı
browse,göz
browsed,göz
browsers,brauzerlər
brucellosis,brusellyoz
bruise,qançır
bruised,zədəli
bruises,bənövşəyiliklər
bruit,etrafa yaymak
brume,Tüstü
brunch,batch
brunette,qaraşın
brunt,zərbəsini
brush,fırça
brushed,fırça
brushes,fırçalar
brushing,fırçalama
brushless,fırçasız
brushwood,çırpı
brusque,kəsik
brusquely,kəsdirib
brutal,zalım
brutalised,brutalized
brutalising,brutalizing
brutalities,vəhşiliklər
brutality,heyvanlıq
brutally,vəhşicəsinə
brute,qaba
brutish,kaba
brutishly,heyvancasına
bubbly,diri
bubonic,xiyarək
buccaneer,korsan
buck,dollar
bucket,vedrə
buckets,buketler
buckle,toqqa
buckler,sipər
buckles,Tokalar
buckling,burulma
buckram,tela
bucks,dollar
bucksaw,dülgər mişarı
buckskin,güderi
buckthorn,ağtikan
buckwheat,qarabaşaq yarması
bud,tumurcuq
buddies,arkadaşları
budding,qönçələnmə
buddy,dost
budge,dəbərmək
budgerigar,muhabbetkuşu
budget,büdcə
budgetary,büdcə
budgeted,büdcə
budgeting,büdcə
budgets,büdcələri
buds,qönçələr
buffalo,camış
buffaloes,camışlar
buffer,bufer
buffers,buferlər
buffet,bufet
buffets,bufetləri
buffing,parıldadıcı
buffoon,təlxək
buffoonery,hoqqabazlıq
buffoons,təlxəklər
bugaboo,umacı
buggered,uşaqbazlıq
buggy,arabası
bugle,şeypur
bugler,şeypurçalan
build,qurmaq
builder,inşaatçı
builders,qurucuları
building,bina
buildings,binalar
builds,qurur
built,inşa
bulb,lampoçka
bulbous,soğanaqlı
bulbs,ampüller
bulge,qabarıqlıq
bulging,qabarıq
bulimia,bulimiya
bulk,yük
bulked,maye
bulky,həcmli
bull,öküz
bulldog,buldoq
bulldozed,buldozerlərlə
bulldozer,buldozer
bulldozers,buldozerlər
bullet,güllə
bulletin,bülleten
bulletins,bülletenlər
bullets,güllə
bullfight,öküz döyüşü
bullfinch,şaqraq
bullied,qorxudulmasından
bullion,külçə
bullish,boğa
bullishness,yüksələ
bullshit,pox
bullying,sataşma
bulwark,dayaq
bump,qabar
bumpers,bamperlər
bumpiness,kələ-kötürlük
bumpkin,hödük
bumptious,lovğa
bumpy,kələ-kötür
bun,pişi
bunch,dəstə
bunched,salxımlı
bunches,dəstələri
bund,bəndləmə
bundle,qom
bundled,hediye
bundles,paketləri
bundling,qruplaşdıran
bung,vtulka
bungalow,bungalov
bungalows,bungalow
bungle,bacarıqsız bir surətdə işləmək
bungler,yekəbaş
bungling,əfəl
bunk,çarpayı
bunkering,bunker
bunkers,bunkerlər
buns,bulka
bunting,darıquşu
buoyancy,canlılık
buoyant,nay
buoyed,umutlu
burble,çağlamaq
burden,yük
burdened,yükü altında qalıblar
burdening,ağırlaşdırıcı
burdens,yük
burdensome,məşəqqətli
burdock,ayı pəncəsi
bureau,büro
bureaucracy,bürokratiya
bureaucrat,bürokrat
bureaucratic,bürokratik
bureaucrats,bürokratlar
bureaus,büroları
burette,büret
burgeon,çiçək açmaq
burgeoned,yıla
burgers,burger
burgher,kasaba sakini
burglar,soyğunçu
burglary,oğurluq
burgle,soymak
burial,dəfn
buried,dəfn
buries,dəfnlər
burlap,çuval bezi
burlesque,parodiyalı
burn,yandırmaq
burned,yandı
burners,gözləri
burning,yanan
burnish,zağ
burnished,zağlı
burnishing,zağlayıcı
burnout,tükənmişlik
burns,yanıqlar
burnt,yandırılmış
burp,geğirmek
burr,səs-küy
burrow,dəmək
bursar,təqaüdçüləri
bursary,təqaüd
bursas,Bursası
bursitis,bursit
burst,partlayış
bury,basdırmaq
burying,gömme
bus,avtobus
buses,avtobuslar
bush,kol
bushed,bitkin
bushel,kile
bushels,gilə
bushes,çalı
bushings,Buşingleri
bushman,buşmen
bushy,kollu
busies,Davud
busiest,işlək
businessman,biznesmen
businessmen,iş
businesswoman,işbaz
buskin,trajedi
busloads,avtobuslara doldurub
bussed,daşımalı
busses,otobüs
bust,büst
bustard,dovdaq
bustle,küy
bustled,olarmış
bustling,səs-küylü
busts,büst
busy,məşğul
busyness,işgüzar
but,lakin
butadiene,butadien
butane,butan
butcher,qəssab
butchers,Azğınlaşmış cəlladlar
butchery,qırğın
butler,eşikağası
butt,kəllə
butted,mindirilib
butter,kərə yağı
buttercup,qaymaqçiçəyi
butterfingers,fərsiz
butterflies,kəpənəklər
butterfly,kəpənək
buttermilk,ayran
butters,yağ
buttery,kiler
butting,vurağan
buttock,omba
buttocks,dal
button,düymə
buttoned,düyməli
buttonhole,ilgək
buttonholes,düymələri
buttons,düymələri
buttress,dayaq-divar
butyl,butil
buy,almaq
buyer,alıcı
buyers,alıcılar
buying,alğı
buys,alır
buzz,vızıltı
buzzard,sar
buzzer,zummer
buzzing,cızıltı
by,ilə
bye,xudafiz
bygone,keçən
bygones,Keçmişdən
bylaws,tüzük
bypass,yanından keçmə
bypassed,yan
bypassing,yan
bystander,tamaşaçı
bystreet,döngəsi
byway,dolaşık yol
byword,kəlam
cab,kabinə
cabal,siyasi çağırış
cabala,qəbalə
cabalism,rəml
cabalist,rəmmal
cabaret,kabare
cabbage,kələm
cabin,daxma
cabinet,kabinet
cabinetmakers,taxta
cabinets,kabinetlər
cabins,kabin
cable,kabel
cabled,bireşməli
cables,kabellər
cabling,kabelləşdirmə
cabman,qazalaqçı
cabob,kabab
caboose,gemi mutfağı
cabriolet,kabriolet
cabs,kabinler
cacao,kakao
cachalot,kaşalot
cache,gizli yer
caches,önbelleğe
cachet,damga
cackle,qağıltı
cackling,qağıldama
cacography,pis el yazısı
cacophony,kakofoni
cactus,kaktus
cad,qaba
cadastral,kadastr
cadastre,kadastr
cadaver,kadavradan
cadaverous,meyit kimi
caddie,golf takımlarını daşıyan
caddish,ədəbsiz
caddy,golf takımlarını daşıyan
cadence,modulyasiya
cadenza,kadensiya
cadet,kadet
cadge,sümsünmək
cadger,sümsük
cadging,sümsüklük
cadmium,kadmium
cadre,kadr
caducity,fanilik
caesium,sezyum
caesura,durgu
cafe,kafe
cafes,kafe
cafeteria,kafeteriya
cafeterias,kafeterya
caffeine,kofein
caftan,kaftan
cage,qəfəs
caged,kafesli
cages,kafes
cagey,sirr verməyən
caging,quşları hinə
caisson,Keson
cake,tort
cakes,kətə
calabash,sukabağı
calamities,fəlakətlər
calamitous,fəlakətli
calamity,fəlakət
calcareous,əhəng
calcification,kalsifikasyon
calcify,əhəngləşmək
calcite,kalsit
calcium,kalsium
calculable,sağlam
calculate,hesablamaq
calculated,hesablanır
calculates,hesablayır
calculating,hesablayıcı
calculation,hesab
calculations,hesablamalar
calculator,kalkulyator
calculators,kalkulyatorlar
calculi,cəbri
calendar,təqvim
calendaring,takvim
calendars,təqvimlər
calf,dana
calibrate,kalibrini ölçmək
calibrated,kalibrovka
calibrating,kalibrləmə
calibration,kalibrləmə
calibrations,Kalibrasyonları
calibrators,kalibratorlar
calibre,kalibr
calibres,çaplı
calico,kolenkor
californium,kalifornium
caliph,xəlifə
caliphate,xəlifəlik
caliphs,xəlifələrinə
calk,üzünü kalkaya köçürmək
call,çağırış
called,deyilən
caller,zəng
callers,gedən-gələn
calligrapher,xəttat
calligraphers,xəttatlar
calligraphic,kalliqrafik
calligraphist,kalliqraf
calligraphy,xəttatlıq
calling,zəng
callisthenics,Bədii Gimnastika üzrə
callosity,döyənək
callous,hissiz
calloused,döyənəkli
callousness,quruluq
callow,tecrübesiz
calls,zənglər
calm,sakit
calmative,təskinedici
calmed,sakitləşdi
calming,sakitləşdirici
calmly,rahat
calmness,əmin-amanlıq
calomel,kalomel
caloric,kalori
calorie,kaloriya
calories,kalori
calorimeter,kalorimetr
calorimetric,kalorometrik
calumniate,böhtan atmaq
calumniation,böhtançılıq
calumniator,iftiraçı
calumnious,iftira
calumny,böhtan
calve,buzovlamaq
calves,dana
calving,balalama
cam,ekssentrik
camaraderie,dostluq
camber,Kamber
cambered,bombeli
cambric,batist
came,gəldi
camel,dəvə
cameleer,sarban
camellia,kameliya
camellias,kamelya
camels,dəvə
camera,kamera
cameral,kameral
cameraman,kinooperator
cameramen,operatorlar
cameras,kameralar
camomile,papatya
camouflage,maskalanmaq
camouflaged,kamuflyaj
camp,düşərgə
campaign,kampaniya
campaigned,kampaniya
campaigner,qulluqdar
campaigning,təşviqat
campaigns,kampaniyaları
campanula,zəngçiçəyi
camped,düşərgə
camper,kamp
campers,administrator
camphor,kamfora
camphoric,kamforalı
camping,kamp
camps,düşərgələri
campus,kampus
campuses,kampüste
can,bilərsiniz
canal,kanal
canals,kanalları
canasta,kanasta
cancel,ləğv etmək
cancellable,ləğv
cancellation,ləğv
cancellations,ləğv
cancelled,ləğv
cancelling,Silinmək
cancels,ləğv
cancer,xərçəng
cancerous,xərçəngvari
cancers,xərçəng
candelabrum,qəndil
candid,ürəyitəmiz
candidacy,namizədlik
candidate,namizəd
candidates,namizədlər
candidature,namizədlik
candidly,səmimi
candied,şekerlenmiş
candies,şirniyyat
candle,şam
candleholder,Şamdan
candlelight,şam işığı
candlepower,MUMLUK
candles,şam
candlestick,şamdan
candlesticks,şamdanlar
candlewick,tiftikli
candour,ürəyitəmizlilik
candy,konfet
cane,qamış
canine,köpek
canker,xərçəng
cankerous,yozlaştıran
cannabis,sirr
canned,konservləşdirilmiş
canner,konserveci
cannery,konserv zavodu
cannibal,yamyam
cannibalise,cannibalize
cannibalising,cannibalizing
cannibalism,adamyeyənlik
cannibalistic,adamyeyən
canning,konserv
cannon,top
cannonade,topabasma
cannons,toplarla
cannot,bilməz
canny,tutumlu
canoe,kanoe
canoeing,kano
canoeist,kanocu
canoes,kanoe
canon,qanun
canons,toplardan
canopy,bəzəkli talvar
canorous,ahenkli
cans,kutular
canst,bilməzsən
cant,qarğadili
cantaloupe,daşqovun
cantaloupes,Daşqovun
cantankerous,aksi
cantata,kantata
cantatas,kantata
canteen,yeməkxana
canteens,bufetdə
cantilena,kantilena
cantle,eyerin arka kaşı
canton,Kanton
canvas,kətan
canvass,sifariş
canvasser,təşviqatçı
canvasses,tuvallerinde
canyon,kanyon
canyons,kanyonlar
cap,papaq
capabilities,imkanları
capability,qabiliyyəti
capable,qadir
capacious,tutumlu
capacitate,yetkilendirmek
capacities,imkanları
capacitor,kondensator
capacitors,kondensatorların
capacity,tutum
caparison,haşe
cape,burun
caper,oğurluq
capillarity,kapilarite
capillary,kapilyar
capita,adam
capital,kapital
capitalisation,kapitallaşdırılması
capitalise,kapitallaşdırmaq
capitalised,kapitallaşdırılmış
capitalises,capitalizes
capitalising,böyük hərflə
capitalism,kapitalizm
capitalist,kapitalist
capitalistic,kapitalist
capitalistically,kapitalistcəsinə
capitally,əsaslı
capitulate,ağ bayraq qaldırmaq
capitulated,təslim
capitulation,təslim
capote,kapot
capped,başıbağlı
capping,qapanması
cappuccino,kapuçino
capriccio,kapriççio
caprice,naz
capricious,şıltaq
capriciousness,şıltaqlıq
capriole,sıçrayış
capsize,aşırılmaq
capsized,Alabora
capsulate,kapsullu
capsule,kapsul
capsules,kapsul
captain,kapitan
captaincy,kapitan rütbəsi
captained,kapitanlığını
captains,kapitanları
caption,başlıq
captions,mövzular
captious,cəncəl
captiousness,sürtüşkənlik
captivate,aparmaq
captivated,məftun
captivating,bihuşedici
captivation,füsünkarlıq
captive,əsir
captives,əsirlər
captivity,əsirlik
capture,tutmaq
captured,əsir
captures,tutan
capturing,ele
car,avtomobil
carabineer,karabinyor
caracal,karakulak
carafe,qrafin
caramel,karamel
carat,karat
caravan,karvan
caravans,karvanları
caravansary,karvansara
caravanserai,karvansarası
caravel,karavela
caraway,zirə
carbide,karbid
carbine,karabina
carbines,karabin
carbohydrate,karbohidrat
carbohydrates,karbohidratlar
carbolic,karbol
carbon,karbon
carbonaceous,karbonlu
carbonate,karbonat
carbonated,karbonatlı
carbonates,karbonatlar
carbonic,karbon
carboniferous,kömürlü
carbonisation,karbonlaşdırılması
carbonised,Karbonizə
carbonising,karbonlama
carbons,karbonlar
carbonyl,karbonil
carboxylic,karbon
carboy,damacana
carburettor,karbürator
carcass,cəmdək
carcinogen,kanserogen
carcinogenic,kanserogen
carcinogens,kanserogen
carcinoma,karsinoma
card,kart
cardamom,hil
cardboard,karton
cardboards,karton
carded,daranmış
carder,pambıqatan
cardiac,ürək
cardigan,hırka
cardinal,kardinal
cardinally,ziyafətlərdən
carding,darayıcı
cardiogram,kardioqram
cardiograph,kardioqraf
cardiologist,kardioloq
cardiology,kardiologiya
cardiovascular,ürək-damar
cards,kartları
cardsharp,hilebaz
cardsharper,hilebaz
care,qayğı
cared,qayğı
careen,yan yatdı
career,karyera
careerism,mənsəbpərəstlik
careerist,vəzifəpərəst
careerists,karyerasına
carefree,qayğısız
careful,ehtiyatlı
carefully,diqqətlə
carefulness,qayğıkeşlik
careless,diqqətsiz
carelessly,etinasız
carelessness,diqqətsizlik
carer,baxıcı
carers,bakıcılar
cares,dərdisər
caress,nəvaziş
caressed,oxşadı
caret,kareti
caretaker,sorğu
caretaking,uşağa
cargo,yük
cargoes,yüklər
cargos,yüklərin
caribou,Amerika şimal maralı
