Word,Meaning
रोक रखना,Keep after
"रखना, रखना, रखना, रखना, रखना, चलाना, रखना, रखना, लिखना, पहनते रहना, चलना, ताज़ा रखना, चलाना, हिशाब रखना, पालना, सुरक्षित रखना, रोकना, नज़र रखना, रखना",Keep
लगे रहना,Keep at
"दूर रखना, दूर रहना",Keep away
"रोक कर रखना, रोक सकना, रोक रखना, पुनः उसी कक्षा में पढाएना, काट लियाना, कहने से छिपाना, हटना",Keep back
नज़रे चुराना,Keep clear
"धीमा करना, छिपना, घोंटना, दबायाना",Keep down
"से रोकना, से अलग रखना, छुपाकर रखना",Keep from
कुछ करते रहना,Keep going
घर-गृहस्थी चलाना,Keep house
"रोकना, अच्छा सम्बन्ध बनाये रखना, रखना",Keep in
चुप रहना,Keep mum
"शुरू नहीं होना, दुर रखना, से दूर रहना",Keep off
"रख लेना, जारी रखना",Keep on
"रोकना, अन्दर नहीं आने देना, बचना",Keep out
"बढना, समगति से चलना",Keep pace
चुप रहना,Keep quiet
"सही समय देना, ताल के अनुसार नाचना-गाना",Keep time
चलना,Keep to
सिखना,Keep up
पहरा देना,Keep watch
विकेट रक्षक बनना,Keep wicket
केग बियर,Keg beer
"छोटा पीपा, केग बियर",Keg
केल्विन,Kelvin
"व्यावसायिक कुत्ताघर, कुत्ताघर",Kennel
केन्या,Kenya
रखैल,Kept woman
वेश्यानुसंधानी,Kerb crawler
वेश्यानुसंधान्,Kerb crawling
पटरी का किनारा,Kerb
खेरमुतियाआ,Kestrel
"चाबी, प्रमुख, फेंचकश, चाबी, महत्वपूर्ण, उपाय, मुख्य, चाबी लगाना, व्याख्या, महत्वपूर्न, मुख्य, संकेत भेजना, निर्णायक, टीका, मनाना, टेक, सुर, मुख्य",Key
डाटा निवेषक,Keyboarder
"स्वर पटल, कीबोरड, पटरीदार वाद्य",Keyboard
कुंजीपटलयुक्त वाद्य-यंत्र,Keyboard instrument
तनाव के स्थिति में,Keyed up
कुंजी खांचा,Keyhole
मूल सिद्धान्त,Keynote
कीपैड,Keypad
चाबियों का छल्ला,Key ring
प्रथम स्वर चिन्ह,Key signature
"चापबंध प्रस्तर, मूल तत्व",Keystone
संकेतशब्द,Keyword
किलोग्राम,Kg
किलोहर्ट्ज्ॅअ,KHz
"बुरी तरह से व्यवहार करना, विचार विमर्श करना, पड़ा होना",Kick about
विरोध करना,Kick against
"लात, छोड़ना, ठोकर मारना, लात मारना, चलाना, निकालना, छोड़ना, लात मारना, लात मारना, परेशान करना, ठुकराना, लतियाना, घुमना, छोड़ना, चोट पहुंचाना, लत्ती मारना",Kick
"बुरी तरह से व्यवहार करना, याट्रा करना, छिपा पड़ा रहना, विचार विमर्श करना",Kick around
रिश्वत,Kickback
तोड़ना,Kick in
"प्रारम्भ करना, हटाना, शुरु करना",Kick off
फुटबॉल खेल की शुरूआत,Kick off
"बाहर निकाल देना, बर्खास्त करना",Kick out
किक-स्टार्टर,Kick starter
"किक-स्टार्टर से चालू करना, किक-स्टार्टर, तेज़ी लाना, तेज़ी",Kick start
"मेमना, गलतफ़हमी में रहना, मजाक करना, बच्चा",Kid
"अपहरन करना, अपहरण",Kidnap
अपहरण,Kidnapping
मोठ,Kidney bean
"वृक्क, गुर्दा",Kidney
गुर्दा मशीन,Kidney machine
"मारना, मार डालना, अमान्य कर देना, शांत करना, मारना, काटना, धीमा करना, नामंजूर करना, नष्ट करना, कत्ल करना, पानी फेर देना, समाप्त करना, खराब कर देना, चोट पहुँचाना, खराब करना, दूर करना, मंद कर देना, बर्बाद कर देना, गँवाना, रद्द कर देना, मारना, बर्बाद करना, व्याकुल् कर देना, परेशान करना, हत्या करना, नष्ट करना, हटाअना",Kill
"हत्यारा, आकर्शक",Killer
मांसाहारी ह्वेल,Killer whale
समय काटना,Kill hours
नष्ट होना,Kill off
"समय काटना, समय बिताना",Kill time
किलोग्राम,Kilogram
किलोहर्ट्झ्ॅअ,Kilohertz
किलोमीटर,Kilometer
किलोमीटर,Kilometre
किलोवाट घंटा,Kilowatt hour
किमोनो,Kimono
"प्रकार, दयालु, स्वभाव, क्रिपालु, प्रकार, दयालु, नम्र",Kind
"बालविहार, बालवाड़ी",Kindergarten
दयालु,Kind hearted
"उत्तेजित करना, सुलगाना",Kindle
"कृपया, दयापूर्वक, कृपालु",Kindly
दयालुता,Kindness
थोड़ा,Kind of
"राजतंत्र, राज्य, साम्राज्य, राज्य",Kingdom
"राजा, ईशु, राजा, शासक, शासन करना, सर्वोत्तम पौधा, राजा, राजा",King
"किंगफिशर, कौड़िल्ला",Kingfisher
बहुत बड़ा,King size
"बल पड़ना, बल डालना, बल, सनक, ऐँठन",Kink
"गिरजाघर, स्कॉटमैंड का गिरजाघर",Kirk
"चुम्बन, चुम्मा, रसगुल्ला, चुम्बन, चूमना, उड़ता चुम्बन करना, चूम्मा लेना, चूम्बन, दो गेंदो का टकराना, दो गेंदों कि टक्कर, चूमना",Kiss
सामान थैला,Kitbag
छोटा रसोईघर,Kitchenette
"रसोई, पाकशाला, शागबाड़ी, रसोई घर",Kitchen
रसोईघर का बर्तन,Kitchenware
"जालसाज़ी करना, पतंग, चील",Kite
पतंग चिन्ह,Kitemark
सजाना,Kit out
"घटिया कृति, भड़कीला, घटिया",Kitsch
बिल्ली का बच्चा,Kitten
सजाना,Kit up
"कीवी, किवी फल",Kiwi fruit
"न्यू ज़ीलैंड वसी, कीवी",Kiwi
"किलोमीटर, कि.मी.",Km
"सज़ा के तौर पर घुटने तोड़ना, जानुफलक",Kneecap
सज़ा के तौर पर घुटने तोड़ना,Kneecaping
"घुटने तक, बहुत उलझा हुआ, घुटने तक गहरा",Knee deep
घुटने तक ऊँचा,Knee high
"घुटने से मारना, घुटना, घुटना, टेढा टुकड़ा, कब्जा",Knee
घुटने तक का,Knee length
घुटने टेकना,Kneel
जिन्दादिल पार्टी,Knees up
"घंटा बजा कर मृत्यु की सूचना देना, समाप्ति",Knell
निकर,Knickerbockers
निकर,Knickers
दिखाऊ गहना,Knick knack
"चाकू की धारअ, अत्यधिक संतुलित, काँटे क्",Knife edge
"चाकू, चीरते हुए निकलना, चाकू से काटना, चाकू, कृपाणिका, शल्य क्रिया, छुरी, चाकू मारना, चाकू भोंकना, घोंपना, छुरी, अस्तुरा",Knife
चाकू की नोक,Knife point
भ्रमणकारी शूरवीर,Knight errant
नाइट की उपाधि,Knighthood
"शूरवीर, सामंत, घोड़ा",Knight
"सिकोड़ना, बुनना, जुड़ना",Knit
बुनाई,Knitting
बुनने की सुई,Knitting needle
बुनकर तैयार करना,Knit up
"धक्के मारना, याट्रा करना, पीटाना",Knock about
हास्यजनक,Knockabout
"खटखटाना, घरघराना, खटखटाहट, दस्तक, आवारागर्दी करना, खटखटाना, ठोंकना, खटखटाना, प्रहार करना, कांपना, खड़खरना, चोट, आघात करना, परास्त करना, कीमत कम करना, टक्कर, ठोकर, क्रिकेट कि इनिंग",Knock
"बुरा व्यवहार करना, याट्रा करना, पड़ा होना",Knock around
"जल्दी से पीना, महँगा पड़ना",Knock back
"कीमत घटाना, ठोकर मारना, नष्ट करना",Knock down
बहुत कम,Knock down
"आलोचक, दस्तक देने की कुंडी",Knocker
ठोकना,Knock in
संहतजानुक,Knock kneed
"बंद करना, चुराना, लूटना, घटाना, कत्ल करना, गिरना, समाप्त करना",Knock off
प्रारम्भिक,Knock on
"थका देना, निकालना, गहरा प्रभाव छोड़ना, हराना, बेहोश कर देना",Knock out
"निराकरण प्रतियोगिता संबंधी, पछाड़ देने वाला, अचेत कर देने वाला प्रहार, बेहद आकर्षक व्यक्ति",Knockout
"उलट देना, छलकाना, गिराना",Knock over
जल्दी से बनाना,Knock together
रिहर्सल,Knock up
"जगाना, तैयार करना, अभ्यास करना",Knock up
"गाँठ, पहेली, अंटी, मुर्री, उल्झन, बंधन, टोली, उलझन, गिरह, नत्थी करना, गुच्छा, टोली, गाँठ बांधना",Knot
"पहचाना जाना, के बारे में जानना",Know about
"समझना, पहचानना, अनुभव होना, जानना, भेद करना, पता होना, मालुम होना, पहचान लेना",Know
सर्वज्ञ,Know all
अच्छी तरह से याद होना,Know backwards
बेहतर जानना,Know best
"समझदार होना, अधिक समझदार",Know better
अन्तर बताने में समर्थ होना होना,Know from
"जानकारी, अनुभव",Know how
"ज्ञान, जानकारी, प्रटिभा",Knowledge
ज्ञात,Known
के बारे में सुनाना,Know of
लोहे का दस्ताना,Knuckleduster
आत्मसमर्पण करना,Knuckle under
कोआला,Koala bear
कोआला,Koala
कोइचिरो मत्सुरा,Koichiro Matsuura
अचेत कर देने वाला प्रहार,KO
कूकैबुरा,Kookaburra
कुरान,Koran
कि.मी.प्रति घंटा,Kph
क्रिप्टन,Kr
क्रिप्टन,Krypton
किलोवॉट,Kw
"चिप्पी, उपनाम, लेवल लगाना, गढन, वर्गीकरण करना",Label
ओष्ठ्य,Labial consonant
ओष्ठ्य,Labial
प्रयोगशाला,Lab
प्रयोगशाला,Laboratory
श्रमिक दिवस,Labor Day
प्रयासपूर्ण,Labored
मजदूर,Laborer
"श्रमिक वर्ग, श्रमजीवी वर्ग, मजदूर वर्ग, जी-तोड़ कोशिश करना, कड़ी मेहनत करना, बहुत मुश्किल से आगे बढ़ना, प्रसव-काल, प्रसव, मजदूर, मजदूरी, मेहनत, मजदूर दल",Labor
मजदूरी करना,Laboring
स्रमिक संघ,Labor union
श्रमिक दिवस,Labour Day
"अस्वाभाविक, प्रयासपूर्ण",Laboured
मजदूर,Labourer
श्रमिक,Labour force
"मेहनत करना, मजदूर वर्ग, मज़दूर, श्रमजीवी वर्ग, श्रमिक वर्ग, मजदूर दल, जी-तोड़ कोशिश करना, कड़ी मेहनत करना, बहुत मुश्किल से आगे बढ़ना, प्रसव-काल, प्रसव, मजदूर, मजदूरी, मेहनत",Labour
मजदूरी करना,Labouring
कर्मचारी-नियोग,Labour intensive
श्रम बचत,Labour saving
में होना,Labour under
श्रमिक संघ,Labour union
लैब्रडोर,Labrador
"फीते से बँधना, मिलाना, फँसाना, भर देना, तसमे पिरोना, तसमे बाँधना, फीता",Lace
फीता वाला जूता,Lace up
"कमी होना, कमी, कमी, कमी",Lack
फीका,Lackluster
फीका,Lacklustre
"लैक्टिक अम्ल, दुग्धाम्ल",Lactic acid
दुग्धशर्करा,Lactose
"सीढी, उधड़न, सीढ़ी से चड़ना, सीढ़ी, चड़्ना, झीना, सीढ़ी",Ladder
"औरत, अभिजात-वर्ग की महिला, कुलीन महिला, भद्र महिला, औरत, पत्नी, माँ, प्रेमिका",Lady
रसिक पुरूष,Lady killer
महिला मेयर,Lady mayor
"बोतल लागरअ, लागर",Lager
पियक्कड़,Lager lout
शांत,Laid back
अबन्ध-नीति,Laissez faire
"झील, तालाब, लेकअ, एक प्रकार का र्ंगअ, दलदल, सरोवर, गहरा लाल, गुलाबी र्ंग",Lake
बुरी तरह से फटकारना,Lambaste
बुरी तरह से फटकारना,Lambast
"मेमना, दुलारा, गोश्त, मेमना",Lamb
"दिवालिया, दिवालिया",Lame duck
"लैम्प, नक्षत्र, लैम्प, प्रकाश, टेबल लैम्प, कंदील",Lamp
बिजली का खंभा,Lamp post
बिजली का खंभा,Lamppost
लान्स-कार्पोरल,Lance corporal
भूमि के एजन्ट,Land agent
"प्ना, भूमि, भूमी, राष्ट्र, भू संपत्ति, ज़मीन, ल्ना, पह्ँउचना, उतरना, उतारना, उतार्ना, पृथ्वी, विशव, ज़मीन, मिट्टी, समाज, स्थल, ज़मीन, ज़मीन-जायदाद, ज़मीन, ज़मीन पर काम करना, भूमि, मिट्टा, निम्न भूमि, ज़मीन, महाद्वीप, भूमि, भूमि, जम्ना, जम्ना, उतरना, पह्ँउचना",Land
स्थलीय,Land based
"स्थलावतरण, भूस्खलन",Landfall
भू-सतह,Land form
सपाट तल वाला नौसैनिक-पोत,Landing craft
अवतरण गियर,Landing gear
तैरने वाला चबूतरा,Landing stage
हवाई पट्टी,Landing strip
"डाल देना, परेशानी में डाल देना",Land in
स्थल-रूद्ध,Land locked
"ज़मींदार, मकान-मालिक, शराबखाने का मालिक",Landlord
स्थलखण्ड,Land mass
बारूदी सुरंग,Land mine
ज़मींदारी,Landownership
"ज़मींदार, ज़मींदारी",Landowning
लैंडरोवर,Landrover
भू-दृश्य निर्माणकर्ता,Landscape architect
भू-दृश्य निर्माणकर्ता,Landscape gardener
"प्रकृति छवि, भू-दृश्य, भूदृश्य, रूचिकर बनाना",Landscape
"भारी बहुमत, भूस्खलण",Landslide
छोटा भूस्खलण,Landslip
थोप देना,Land with
"गली, लेन",Lane
"शब्द, भाषा विज्ञान, मूक भाषा, बोली, भाषा",Language
"दुबारा प्रकाशित करना, फिर से लागू करना",Republish
भाषा प्रयोगशाला,Language laboratory
स्थानीय क्षेत्र तंत्र,LAN
"गोद, चक्कर, आगे बढना, भाग, टकराना, लप लप चाटना",Lap
छोटा पालतू कुत्ता,Lap dog
लौट,Lapel
लाजवर्त,Lapis lazuli
"पुनः पतन होना, बीत जाना, भुल, चूकअ, समाप्ति, खत्म हो जाना",Lapse
लैपटॉप,Laptop
"लप-लप पीना, सोख लेना, चाटना, उत्सुकतापूर्वक ग्रहण करना, झपट लेना",Lap up
देवदार वृक्ष,Larch
से अलंकृत करना,Lard with
"बड़ा, शेखी मारते हुए, उदार, विस्तारपूर्वक, अनुकूल, उदार, अधिक, बड़ी, ढेर सा, विशाल, अधिक, बड़े बड़े",Large
"व्यापक रुप से, मुख्य रुप से, पुर्णतया",Largely
कई,Large number
"बृहत, बड़े पैमाने पर",Large scale
"दान की धन-राशि, उदारता",Largesse
"दान की धन-राशि, उदारता",Largess
"शोरगुल मचाते हुए खेलना, हंसी-मजाक करना",Lark about
हंसी-मजाक करना,Lark around
"शोरगुल मचाते हुए खेलना, मज़ाक, आमोद-प्रमोद, भरत पक्षी, तुलिका",Lark
निर्विषी,Larkspur
डिम्ब,Larva
कंठ,Larynx
लज़ैन्या,Lasagna
लज़ैन्या,Lasagne
लेजर,Laser
लेजर प्रिंटर,Laser printer
कसकर बांधना,Lash down
"घूमना, फटकारना, बाँधना, टकराना, घोर निंदा करना, कोड़ा मारना, कोड़ा, चाबुक की मार, चाबुक, बरौनी",Lash
"बंधन, कोड़ों से मार का दंड, कड़ी फटकार, प्रचुरता",Lashing
"बहुत पैसा ख़र्च करना, घोर निन्दा करना, अचानक प्रहार करना",Lash out
लड़की,Lass
लड़की,Lassie
"टिकना, आखिरी, पिछला, ज़िंदा रहना, अंतिम, सब के बाद का, कलबूत, आखरी, आखिरी, लास्ट, आखिर में, अंत-पूर्व, लास्ट, ठहरना, क़ायम रहना, अंतिम, टिकाऊ",Last
अंत से को छोड़कर,Last but
"स्थायी, टिकाऊ, स्थायी",Lasting
रात को सबसे बाद,Last thing
समझना,Latch on
"देर से, देर, देर से आया हु, देरे से आनेवाला, देरतक, देर, देर से",Late
देर से आने वाला,Latecomer
हाल में,Late of
इधर उधर की विचारधारा,Lateral thinking
"बाद में, अधिक देर तक, बाद",Later
"आधुनिकतम, ताज़ातरीन, नवीनतम, ताज़ातरीन ख़बर, नवीनतम समाचार, नया",Latest
लैटिन अमरिका,Latin America
लैटिन अमेरिकी,Latin American
"लैटिनी, लैटिन भाषा का, लैटिन",Latin
"स्पेनी, लातीनो",Latino
अक्षांश,Latitude
आधुनिक,Latter day
दूसरा,Latter
"झँझरी, जाली",Lattice
जालीदार शीशे की खिड़की,Lattice window
जाली,Latticework
"ह्ँसना, ह्ँसी, ह्ँअस्ना, मुस्कुराहट, मुस्कुर्ना, खुशा होना, ह्ँअस्ना, ह्ँसी, ह्ँअस्ना",Laugh
"हँसी उड़ाना, हँसना",Laugh at
हास्य गैस,Laughing gas
हास्यगैस,Laughing gas
हँसी का पात्र,Laughingstock
हँसी में उड़ा देना,Laugh off
"ह्ँसी, क़हक़हा, ह्ँसी, मुस्कुर्ना",Laughter
"प्रक्षेपित करना, प्रक्षेपण, बड़ी नौका, जल में उतारना, प्रारंभ करना",Launch
जलावतरण अड्डा,Launching pad
उत्सुकता से प्रारंभ करना,Launch into
जलावतरण अड्डा,Launch pad
"लाउन्ड्री, धोबीखाना",Laundary
मशिणी धुलाई घर,Launderette
मशिणी धुलाई घर,Laundrette
"मैले कपड़े, धुले कपड़े, धुलाई के कपड़े, लॉन्ड्री, कपड़े धोने का काम, कपड़े धोने का व्यवसाय",Laundry
"पुरस्कृत व्यक्ति, राजकवि",Laureate
"लॉरेल, प्रतिष्ठा",Laurel
जयपत्र की माला,Laurel wreath
लावा,Lava
"उदारतापूर्वक, खुले हाथों से",Lavishly
"उदारतापूर्वक देना, बहुत ज्यादा देना",Lavish on
"उदारतापूर्वक देना, बहुत ज्यादा देना",Lavish upon
कानून का पाबंद,Law abiding
विधि भंजक,Lawbreaker
न्यायालय,Lawcourt
"विधि, नियमावली, नियम, सिध्दांत, वकालत, न्यायशास्त्र, कानून, धर्म",Law
सदन सदस्य,Law Lord
विधिकर्ता,Lawmaker
"मैदान, मलमल",Lawn
लानमूवर,Lawnmower
मुकदमा,Lawsuit
"कानून का पंडित, कानूनपेशा, वकील",Lawyer
ढीलापन,Laxity
ढीलापन,Laxness
आलसी व्यक्ति,Layabout
"देना, डालना, डालना, मारना, बल देना, डालना, पेस करना, योजना तैयार करना, लागू करना, रखना, रूप रेखा बन्ना, दाँव पर लगा देना, धूल में मिल्ना, रखना, बोझा लादना, बन्ना, जम्ना, रखना, रखना, गीत, संभोग, रखना, लघु गेय वर्णनात्मक कविता, नक़्शा, साझा, झूठ बोलना, रखना, गिर्ना, झड़ना, मार देना",Lay
छोड़ देना,Lay aside
"प्रकट कर देना, सामने लाना",Lay bare
कार स्थानक,Lay by
बचाकर रखना,Lay by
"नीचे रख देना, बनाना, छोड़ देना, स्थापित करना",Lay down
"परत, मुर्गी",Layer
जमा कर रखना,Lay in
वार करना,Lay into
पछाड़ देना,Lay low
"अयाजक, सामान्य जन, जन-साधारण",Layman
"छोड़ देना, छोड़ देना",Lay off
"निलम्बन, काम-बन्दी",Lay off
प्रबन्ध करना,Lay on
"बुरी तरह से फटकारना, खाका, नक्शा, मार गिराना, लगाना, लगाना, पेश करना, दफनाने के लिए तैयार करना",Lay out
नक्शा,Layout
रूकना,Lay over
जन-साधारण,Layperson
स्तुति पाठक,Lay reader
"अलग खड़ा करना, संचय करना, बीमार होना, बिस्तर पर पड़ा होना",Lay up
सुस्ती से बिताना,Laze away
"सुस्त, सुस्त, अनुघोगी, मन्द, काम चोर, जड़, शिथिल",Lazy
"आलसी, सुस्त व्यक्ति",Lazybones
पाउंड,Lb
"एल सी डी, लघुत्तम",LCD
"लीड, पहली चाल, चाल चलना, लेड, खींचकर ले जाना, आगे होना, राह दिखाना, जाना, बढत, पहले खेलना, बाध्य करना, बिताना, मुख्य भूमिका, सीसा, पट्टा, नेतृत्व करना, प्रभावित करना, बढत, रास्ता दिखाना, अग्रसर करना, राय देना, प्रथम स्थान, नमूना, ले जाना, निर्देशन करना, का नेतृत्व करना, ले जाना, सुराग, प्रमुख",Lead
संपदकीय लेख,Lead article
सीसे का चौखटा,Leaded light
"नेताआ, नेता, लीडर",Leader
"नेतृत्व, नेतालोग",Leadership
सिसा रहित,Lead free
संपदकीय लेख,Leading article
अग्रभाग,Leading edge
"प्रमुख, प्रमुख, प्रथम",Leading
प्रभावशाली व्यक्ति,Leading light
मुख्य अभिनेता,Leading man
सूचक प्रश्न,Leading question
भूमिका,Lead in
किसी नतीजे पर ना पहुँचाना,Lead nowhere
"शुरू करना, शुरू होना",Lead off
बहकाना,Lead on
मुख्य समाचार,Lead story
"में परिणत होना, में परिणत होना",Lead to
"मुख्य समाचार बनाना, मुक्का मारना",Lead with
"पत्ते निकलना, पत्ता, पत्ता, पन्ने निकालना, चाय की पत्ती, पन्नी, पन्ना, पल्ला, पतर, पत्ता",Leaf
पत्ते की खाद,Leaf mould
सरसरी तौर से पढना,Leaf through
"स्तर, लीग, संघ",League
"समाचार खुलना, पेशाब करना, छेदअ, रहस्योदघाटित करना, रहस्योदघाटन, रिसाव, बूँद बूँद गिरना, चूना, दरारअ",Leak
प्रकट होना,Leak out
"झुकना, दुबलापन, झुकाव, झुकना, क्रृश, झुकना, दुबली, झुकाव होना, सहारा लेना, टेक लग्ना, झुका, तनु, ब्ंजर, खाली, थोड़ा, अपौष्टिक, बिना चर्बी का, ब्ंजर, अपौष्टिक, अपुष्टिकर, बेकार",Lean
"सहारा लेना, दबाव डालना",Lean on
की ओर झुका हुआ होना,Lean to
सायबान,Lean to
की ओर झुका हुआ होना,Lean towards
आश्रित रहना,Lean upon
स्वीकार करना,Leap at
"मेढक-कूद करना, मेढक-कूद",Leap frog
"कूदना, छलांग, कूदना, कूद",Leap
लीप वर्ष,Leap year
"सीखना, सीखना, जानना, ख़बर होना, सिख्ना, याद करना, पढना, सिखना, पता लग्ना, प्ना, रटना, विचार करना, सीखना",Learn
नौसिखिया कार-चालक,Learner driver
"सीखने वाला, नौसिखिया कार-चालक",Learner
"ज्ञान अर्जन, विद्या प्राप्ति, ज्ञान",Learning
"पट्टे पर देना, पट्टा",Lease
"कम से कम, सब से छोटा, कम, सब से छोटा",Least
"चमड़ा, चर्म, सख्त, कोड़ा रखना, चमड़ा, मूर्क",Leather
"छुट्टी, इजाज़त, वसीयत करना, दे ज्ना, पत्तेदार होना, छुट्टी लेना, छुट्टी, हवाले करना, बदस्तूर रहने देना, बिदाई, छोड़ देना, छोड़ना, चला जाना, छोड़ना, छोड़ देना, विदा होना, छोड़ देना",Leave
"हाथ मत लगाना, हस्तक्षेप नहीं करना",Leave alone
नज़र-अंदाज कर देना,Leave aside
"पीछे छोड़ना, बहुत उन्नति करना, पीछे छोड़ना",Leave behind
अकेला छोड़ देना,Leave be
मुक्त करना,Leave go
मुक्त करना,Leave hold
बुरा प्रभाव डालना,Leave mark
"खमीर उठाना, प्रभावित करना, खमीर, असर",Leaven
"खमीर, असर",Leavening
"बंद करना, निकाल देना, हटा देना",Leave off
"छोड़ देना, दूर रखना",Leave out
विदाई,Leave taking
पाठ-मंच,Lectern
"फटकारना, व्याख्यान देना, व्याख्यान",Lecture
लेक्चरर,Lecturer
जोंक,Leech
लीक,Leek
"बायें तरफ, बायें, उलटी तरफ का, वाम, उलटी तरफ, बायें तरफ, बायें हाथ से खेलनेवाला, छोड़ना, बायी ओर, छोड़ देना, बायें हाथ का प्रहार, विरूध्द पक्ष",Left
बांई ओर का,Left hand
"बाँईं ओर, वामपंथ की ओर, बाँईं तरफ़",Leftward
"बाँईं ओर, वामपंथ की ओर, बाँईं तरफ़",Leftwards
वामपन्थी,Left winger
वामपन्थी,Left wing
कानूनी सहायता,Legal aid
"कानूनी, कानूनी, वैग",Legal
वैधीकरण,Legalisation
वैध बनाना,Legalise
वैधीकरण,Legalization
वैध बनाना,Legalize
कानूनी कार्यवाई,Legal proceedings
वैध मुद्रा,Legal tender
"अभम्ग रीति से, अभंग रीति से गाया हुआ",Legato
"प्रसिद्ध व्यक्ति, दन्तकथा",Legend
"पैर से मारना, पैर, पाया, पाया, रान, पैर, पैर, पेर से मारना, पैर हिल्ना, पाय्ँअचा",Leg
"पादावरण, चुस्त पैंट",Leggings
पनामा टोपी,Leghorn
"विधान, कानून",Legislation
भागना,Leg it
वैध करना,Legitimise
वैध करना,Legitimize
लेगो,Lego
लेगो,Lego set
टांगे पसारने की जगह,Leg room
"फली, फलिया, फलीदार पौधा",Legume
फलीदार पौधा,Leguminous plant
अवकाश खेल-कूद केंद्र,Leisure centre
"फ़ुर्सतदार, इत्मीनान भरा",Leisured
फुरसत,Leisure
"धीरे-धीरे, इत्मीनान भरा",Leisurely
"आवर्ती विचार, विशिष्ट आवर्ती स्वरलहरी",Leitmotif
"आवर्ती विचार, विशिष्ट आवर्ती स्वरलहरी",Leitmotiv
"नींबू का शरबत, नींबूपानी",Lemonade
"निंबू,अंडा,तथा मक्खनयुक्त अवलेह",Lemon curd
"खराब, नींबुई रंग, नींबू",Lemon
रसगारक,Lemon squeezer
"देना, किराय पर देना, भाड़े पर देना, ऋअण देना, देना, दान करना, देना, प्रदान करना",Lend
लम्बा करना,Lengthen
"ल्ंअबा होना, ल्ंअबाई, अवधि, दूरी, अरसा, हद, लंबाई, लंब, अवधि, ल्ंअबाई, अवधि, ल्ंअबाई",Length
लंबाई में,Lengthways
लंबाई में,Lengthwise
"तेजोजल, लेंस",Lens
चीता,Leopard
"थोड़ा सा, कम, कम, थोड़ा सा",Less
कम करना,Lessen
"पाठ, पाठ, प्रशिक्षण, पाठ, शिक्षण, अभ्यास, विषय, उदाहरण, सबक",Lesson
"ठेके पर देना, अनुमति देना, अनुमति, किराय पर देना, ठेके पर काम देना, भाड़े पर देना, अनुमान, निकलना, अनुमति, किराय पर देना, अनुमति देना, अनुमति देना, देना, अंदर आने देना, ठेके पर काम देना, कम करना",Let
"बात ही दूर है, अकेला छोड़ देना",Let alone
अकेला छोड़ देना,Let be
निराशा,Let down
"हवा निकालना, निचे करना, लम्बा करना, निराश करना",Let down
छोड़ देना,Let drop
आक्रमण करना,Let fly
"छोड़ देना, पकड़ ढीली करना, जाने देना",Let go
"लगाअना, शामिल करना",Let into
"छोड़ देना, क्षमा करना,  करना",Let off
"ज़ाहिर करना, बताना",Let on
"बचाव का रास्ता देने वाला, बहाना",Let out
"ढीला करना, ढीला करना",Let out
"तीव्र आक्रोशा व्यक्त करना, बिना प्रतिबन्ध के आगे बढना, अधिक तीव्रता से जाने देना, अधिक वेग से बढने देना",Let rip
लेटर-बम,Letter bomb
लेटर्-बक्स,Letter box
पत्र-पेटी,Letter box
"ठप्पा लग्ना, पत्र, साहित्यिक कृति, टाइप के प्रकार, साहित्यिक, साहित्य, साहित्यिक, ज्ञान, प्रथम अक्षर, ठप्पा, टाइप के प्रकार, ठप्पा लग्ना",Letter
कागज़ काटने का चाकू,Letter opener
सलाद,Lettuce
ह्रास,Let up
लगाना,Level against
"श्रेणी, दर्जा, समतल करने का यंत्र, चौरस, स्तर, स्तर, समतल करना, समतल, लेवल, स्तर, मंज़िल",Level
दोषारोपण करना,Level at
सम पार,Level crossing
चक्कर लगाना,Level off
चक्कर लगाना,Level out
सबकुछ बता देना,Level with
लीवर प्रणाली सौदा,Leverage buyout
"दायित्व, दायित्व",Liability
"उत्तरदायी, आदी, देनदार",Liable
लिबरल पार्टी का सदस्य,Libe Dem
"उदारचरित, आजाद ख्याल, आजाद, उदार, लिबरल",Liberal
लिबरल पार्टी का सदस्य,Liberal Democrat
उदारतावाद,Liberalism
उदारवादी,Liberalist
"रिहाई, स्वतंत्रता, आजादी",Liberty
"पुस्तककालय, ग्रन्थालय, किताबघर, पुस्तककालय, साहित्यिक ग्रन्थालय, पुस्तककालय",Library
संगीत-पाठ,Libretto
अनुज्ञा प्लेट,Licence plate
"लाइसेंसधारी शराब-विक्रेता, लाइसेंसधारी",Licensee
"अनुज्ञा प्रदान करना, लाइसेंस, अनुज्ञापत्र, फायदा, स्वच्छंदता",License
अनुज्ञा प्लेट,License plate
अनुज्ञापन कानून,Licensing laws
खुशामद करना,Lick arse
खुशामद करना,Lick boots
"बुरी तरह से हराना, थूक लगाअना, चाटना, हरा देना",Lick
"मधुयष्टिका, मुलैठी, मुलैठी से बनी मिठाई",Licorice
"ढक्कन, ढक्कन, ढक्कन, रोकना, रूकावट, ढकना",Lid
"ळेटना, झूठ बोलना, झूठ, झूठ, असत्य, दफनाया होना, ठिक्ना, झूठ, झूठअ, पकड़ा ज्ना, बनावट, स्थिति, अस्तित्व होना होना, लेटना, आराम करना, स्वीकाय्र होना होना, सिद्ध होना, सफेद झूठ, हालात, भ्रान्त, झूठा",Lie
पड़े रहना,Lie back
कारण होना,Lie behind
