Word,Meaning
သိသိသာသာအားကောင်းလာ,Emerges
ထွန်းသစ်စ,Emerging
ဂုဏ်ထူးဆောင်,Emeritus
ဂုဏ်ထူးဆောင်ပါမောက္ခ,Emeritus Professor
နိုင်ငံမှာသွားရောက်အခြေချနေထိုင်ဖို့,Emigrate
ပြောင်းရွှေ့ထွက်ခွာ,Emigrated
အမ်မလီ,Emily
၌ဧမိမ်လူ,Emim
ရှင်သန်မှုကို,Eminence
ကုဋီ,Eminency
ကုဋီ,Eminent
ထင်ပေါ်ကျော်ကြားဒိုမိန်း,Eminent Domain
ထင်ပေါ်ကျော်ကြားလူကို,Eminent Man
ကုဋီ,Eminently
အမ်းမရိတ်,Emir
စော်ဘွား,Emirate
ထုတ်လွှတ်ခြင်း,Emission
ထုတ်လွှတ်မှု,Emissive
ထုတ်လွှတ်မှု,Emissivity
ထုတ်လွှတ်မှု,Emit
ထုတ်လွှတ်,Emittent
ထုတ်လွှတ်,Emitter
စိတ်လှုပ်ရှားမှုအ,Emotionable
စိတ်ပိုင်းဆိုင်ရာလက်ခံမှု,Emotional Acceptance
စိတ်ပိုင်းဆိုင်ရာအညီ,Emotional Accordance
စိတ်ပိုင်းဆိုင်ရာညှိနှိုင်းမှု,Emotional Adjustment
စိတ်ပိုင်းဆိုင်ရာလျစ်လျူရှုမှု,Emotional Apathy
စိတ်ပိုင်းဆိုင်ရာသဘောထားက,Emotional Attitude
စိတ်ပိုင်းဆိုင်ရာအပြုအမူ,Emotional Behaviour
စိတ်ပိုင်းဆိုင်ရာယုံကြည်ချက်,Emotional Belief
စိတ်ပိုင်းဆိုင်ရာပိတ်ဆို့ခြင်း,Emotional Blocking
စိတ်ပိုင်းဆိုင်ရာပဋိပက္ခများ,Emotional Conflict
စိတ်ပိုင်းဆိုင်ရာဖွဲ့စည်းပုံအခြေခံဥပဒေ,Emotional Constitution
စိတ်ခံစားမှုကိုထိန်းချုပ်,Emotional Control
စိတ်ပိုင်းဆိုင်ရာမထိန်းနိုင်,Emotional Incontinence
စိတ်ပိုင်းဆိုင်ရာစိတ္တဇ,Emotional Insanity
စိတ်ပိုင်းဆိုင်ရာမတည်ငြိမ်မှု,Emotional Instability
စိတ်ပိုင်းဆိုင်ရာပေါင်းစည်းရေး,Emotional Integration
စိတ်ပိုင်းဆိုင်ရာရင့်ကျက်,Emotional Maturity
စိတ်ပိုင်းဆိုင်ရာအညွှန်း,Emotional Navigation
စိတ်ပိုင်းဆိုင်ရာအစာအာဟာရ,Emotional Nourishment
စိတ်ပိုင်းဆိုင်ရာကျပ်နံကျပ်,Emotional Predicament
စိတ်ပိုင်းဆိုင်ရာတုံ့ပြန်မှု,Emotional Reaction
စိတ်ပိုင်းဆိုင်ရာဆုတ်ယုတ်,Emotional Regression
စိတ်ပိုင်းဆိုင်ရာတုန့်ပြန်,Emotional Response
စိတ်ခံစားမှုကိုတုန်လှုပ်စရာ,Emotional Shock
စိတ်ပိုင်းဆိုင်ရာတည်ငြိမ်မှုကို,Emotional Stability
စိတ်ပိုင်းဆိုင်ရာစီးပွားရေးနှိုးဆွမှု,Emotional Stimulus
စိတ်ခံစားမှုကိုဖြိုခွဲနှိမ်နင်း,Emotional Suppression
စိတ်ပိုင်းဆိုင်ရာစိတ်ထား,Emotional Temperament
စိတ်လှုပ်ရှားမှုအ,Emotionalism
စိတ်လှုပ်ရှားမှုအ,Emotionality
စိတ်လှုပ်ရှားမှုအ,Emotionalization
စိတ်လှုပ်ရှားမှုအ,Emotionally
စိတ်လှုပ်ရှားမှုအ,Emotionize
စိတ်ခံစားမှုအကင်းမဲ့,Emotionless
စိတ်ခံစားမှုအကင်းမဲ့,Emotionlessness
စိတ်ချင်းစာနာမှုနားလည်မှု,Empathic
စိတ်ချင်းစာနာမှုနားလည်မှုစွမ်းရည်ကို,Empathic Ability
စိတ်ချင်းစာနာမှုနားလည်မှုရှုပ်ထွေးပြီး,Empathic Complex
စိတ်ချင်းစာနာမှုနားလည်မှုယူသုံးမယ်လို့ထင်,Empathic Cues
စိတ်ချင်းစာနာမှုနားလည်မှုဇာတ်စင်,Empathic Stage
စိတ်ချင်းစာနာမှုနားလည်မှု,Empathically
စာနာတတ်,Empathize
ဧကရာဇ်,Emperor
အလေးပေး,Emphasis
အလေးအနက်ဖော်ပြ,Emphasize
အလေးပေးပြောကြားခဲ့သည်,Emphasized
အလေးပေးဖော်ပြ,Emphasizes
အလေးထား,Emphasizing
ကျပြတ်သားစွာ,Emphatic
ကျပြတ်သားစွာအလေးပေး,Emphatic Accent
ကျပြတ်သားစွာပီပြင်စွာ,Emphatic Articulation
ကျပြတ်သားစွာ,Emphatical
အလေးအနက်,Emphatically
ကျပြတ်သားစွာ,Emphatization
အင်ပါယာ,Empire
အင်ပါယာစီးတီး,Empire City
အင်ပါယာစတိတ်,Empire State
လက်တွေ့,Empirical
ပင်ကိုယ်မူလအနုပညာ,Empirical Art
ပင်ကိုယ်မူလအလှတရား,Empirical Beauty
ပင်ကိုယ်မူလကွက်တိ,Empirical Coherence
ပင်ကိုယ်မူလထည့်သွင်းစဉ်းစား,Empirical Consideration
ပင်ကိုယ်မူလထုတ်ယူဆင်ခြင်ခြင်း,Empirical Deduction
ပင်ကိုယ်မူလအတ္တ,Empirical Ego
ပင်ကိုယ်မူလတကယ်တော့,Empirical Fact
လုပ်ငန်းခွင်ဆိုင်ရာ,Employability
လုပ်ငန်းခွင်ဆိုင်ရာ,Employable
လုပ်သား,Employee
ဝန်ထမ်းရြှိ,Employee Counseling
ဝန်ထမ်းပြန်လည်ဆန်းစစ်သုံးသပ်ခြင်း,Employee Evaluation
ဝန်ထမ်းလက်စွဲစာအုပ်ကို,Employee Manual
ဝန်ထမ်းများ၏စိတ်ဓါတ်များ,Employee Morale
ဝန်ထမ်းရဲ့,Employee'S
အလုပ်ရှင်,Employer
အလုပ်ရှင်ရဲ့,Employer'S
အလုပ်သမား,Employing
အလုပ်,Employment
အလုပ်အကိုင်အခွင့်အအေဂျင်စီက,Employment Agency
အလုပ်အကိုင်အခွင့်အလဲလှယ်,Employment Exchange
အလုပ်အကိုင်အခွင့်အရုံးခန်း,Employment Office
န်ထမ်း,Employs
ပြပွဲ,Emporium
လုပ်ပိုင်ခွင့်,Empower
အခွင့်အာဏာအပ်နှင်း,Empowered
ဗလာကျင်း,Emptied
သုတ်သင်,Emptier
အနတ္တ,Emptiness
အချည်းနှီး,Empty
လက်ဗလာကျင်း,Empty Handed
အချည်းနှီးသောဦးဆောင်သော,Empty Headed
လွတ်လပ်စေ,Emptying
အတုယူ,Emulate
လာရတဲ့,En Masse
လမ်းခရီးတွင်,En Route
ပြဋ္ဌာန်း,Enact
အတည်ပြုပြဋ္ဌာန်းရေးကိစ္စ,Enactable
ပြဋ္ဌာန်းခဲ့သောအဖွဲ့အစည်းများ,Enacted Institutions
ပြဋ္ဌာန်းပုံသေနည်း,Enacting Formula
အတည်ပြုပြဋ္ဌာန်းရေးကိစ္စ,Enaction
အတည်ပြုပြဋ္ဌာန်းရေးကိစ္စ,Enactive
ဥပဒေအဖြစ်ပြဋ္ဌာန်းရေး,Enactment
ကြွေ,Enamel
ကြွေ,Enameler
ကြွေ,Enameling
ကြွေ,Enamelled
ကြွေ,Enameller
ကြွေ,Enamelling
တပ်ချ,Encamp
တပ်စခန်း,Encampment
ထူးဆန်းသောအတတ်,Enchant
ထူးဆန်းသောအတတ်,Enchanted
ထူးဆန်းသောအတတ်,Enchanter
ထူးဆန်းသောအတတ်,Enchanting
ထူးဆန်းသောအတတ်,Enchantment
ထူးဆန်းသောအတတ်,Enchants
ဝန်းရံ,Encircled
ခံ့,Enclose
ချုပ်ချယ်,Enclosed
ချုပ်ချယ်တိုင်းပြည်,Enclosed Country
ချုပ်ချယ်စာရွက်စာတမ်း,Enclosed Document
ချုပ်ချယ်စာတစ်စောင်,Enclosed Letter
ပူးတွဲ,Enclosure
ပတ်ဝိုင်း,Encompass
ကိုဝိုငျး,Encompassed
ပတ်ဝိုင်း,Encompasser
ပတ်ဝိုင်း,Encompasses
လွှမ်းခြုံ,Encompassing
ပတ်ဝိုင်း,Encompassment
တှေ့ဆိုငျ,Encounter
မြင်တွေ့ရတဲ့,Encounterable
ကြုံတွေ့,Encountered
မြင်တွေ့ရတဲ့,Encounterer
ရင်ဆိုင်နေရတဲ့,Encountering
တှေ့ဆိုငျ,Encounters
အားပေး,Encourage
အားပေးခြင်း,Encouraged
အားပေးခြင်း,Encouragement
အားပေးခြင်း,Encourager
အားပေးပါတယ်,Encourages
အားပေးခြင်း,Encouraging
အားပေးသော,Encouragingly
ထိပါး,Encroach
ကျူးကျော်,Encroached
ထိပါး,Encroacher
ထိပါး,Encroaches
ထိပါး,Encroaching
ဒီရေတောများ,Encroachment
စာဝှက်ဖြည်ရန်,Encrypt
စာဝှက်စနှစ်,Encryption
ဘယ်သို့,Encumbrance
စွယ်စုံကျမ်း,Encyclopaedia
စွယ်စုံကျမ်း,Encyclopedia
အဆုံး,End
အဆုံးဦးနှောက်ကို,End Brain
အဆုံးကိုမဆုံး,End Correction
အဆုံးခြေသည်,End Foot
တွင်ရပ်တန့်ရေး,End In
အဆုံးအရွက်,End Leaf
အဆုံးအမှတ်,End Mark
အဆုံးကိစ္စ,End Matter
အဆုံးပိုက်ဆံ,End Money
အဆုံးမှတ်စုများ,End Notes
အပေါ်ရပ်တန့်ရေး,End On
အဆုံးသတ်ရလဒ်,End Result
အဆုံးကာရန်,End Rhyme
အဆုံးအခေါ်အဝေါ်,End Term
အဆုံးသတ်သည်,End Up
အဆုံးကိုအသုံးပြုခြင်း,End Use
အန္တရာယ်ဖြစ်စေ,Endanger
မျိုးသုဉ်းပျောက်ကွယ်နိုင်,Endangered
အန္တရာယ်ဖြစ်စေ,Endangerer
အန္တရာယ်ဖြစ်စေ,Endangerment
နှစ်သက်ဖွယ်,Endear
နှစ်သက်ဖွယ်,Endearance
ပို. ချစ်ခင်,Endeared
ပို. ချစ်ခင်,Endearedness
နှစ်သက်ဖွယ်,Endearing
နှစ်သက်ဖွယ်,Endearment
ကြိုးပမ်းအားထုတ်မှု,Endeavor
ကြိုးပမ်းအားထုတ်မှု,Endeavorer
အဆုံးသတ်,Ended
အစုလိုက်,Endemic
အစုလိုက်,Endemically
အစုလိုက်,Endemicity
အစုလိုက်,Endemism
အဆုံးသတ်ခြင်း,Ending
အသုပ်အရွက်,Endive
အဆုံးမဲ့,Endless
အဆုံးမဲ့ပုံပြင်,Endless Tale
အတောမသတ်,Endlessly
အဆုံးမဲ့,Endlessness
ထောက်ခံချက်,Endorsable
ထောက်ခံချက်,Endorsation
အတည်ပြု,Endorse
ထောက်ခံ,Endorsed
ထောက်ခံစစ်ဆေးမှုများ,Endorsed Cheque
အတည်ပြု,Endorsee
ထောက်ခံချက်,Endorsement
ထောက်ခံချက်,Endorser
ထောက်ခံချက်,Endorses
မှန်ပြောင်းကြည့်ရှု,Endoscopy
ပဒေသာပင်များလည်း,Endow
သနား,Endowed
သနားအဖွဲ့အစည်း,Endowed Institution
ပဒေသာပင်များလည်း,Endower
အရေးကော်မရငြ်,Endowment
အရေးကော်မရငြ်အပေါင်ခံ,Endowment Mortgage
အရေးကော်မရငြ်မူဝါဒ,Endowment Policy
ပဒေသာပင်များလည်း,Endowments
ပဒေသာပင်များလည်း,Endows
အဆုံးမှတ်,Endpoint
ကြီးစွန်း,Ends
နှုးညံ့သိမ်မွေ့,Endued
ခံနိုင်ရည်ရှိဖို့,Endurability
ခံနိုင်ရည်ရှိဖို့,Endurable
ခံနိုင်ရည်ရှိဖို့,Endurableness
ခံနိုင်ရည်ရှိဖို့,Endurably
ခံနိုင်ရည်ရှိခြင်း,Endurance
ခံနိုင်ရည်ရှိခြင်းပြိုင်ပွဲ,Endurance Contest
ခံနိုင်ရည်ရှိဖို့,Endurant
ခံနိုင်ရည်ရှိ,Endure
ကြံ့ကြံ့ခံ,Endured
ခံနိုင်ရည်ရှိဖို့,Endurer
ခံနိုင်ရည်ရှိဖို့,Endures
ခံနိုင်ရည်ရှိဖို့,Enduring
ဘဝ၌အမြဲတည်သော,Enduringness
ရန်သူ,Enemy
ရန်သူကိုလုပ်ဆောင်ချက်,Enemy Action
ရန်သူအေးဂျင်,Enemy Agent
ရန်သူနိုင်ငံခြားသား,Enemy Alien
ရန်သူဇာတ်ကောင်,Enemy Character
ရန်သူတိုင်းပြည်,Enemy Country
ရန်သူပြည်နယ်,Enemy State
ရန်သူနယ်မြေထဲ,Enemy Territory
တက်ကြွ,Energetic
တက်ကြွစိတ်အခြေအနေ,Energetic Mood
သွက်လက်,Energetical
သွက်လက်,Energetically
သွက်လက်,Energetics
သရုပ်ြပ,Energic
သရုပ်ြပ,Energical
သရုပ်ြပ,Energism
ဝါဒီများကိုစွမ်းအားများ,Energize
သရုပ်ြပ,Energizer
သရုပ်ြပ,Energizing
အင်အား,Energy
စွမ်းအင်ဝန်ကြီးဌာနယူနစ်,Energy Unit
ပြဋ္ဌာန်းရန်,Enforce
အရေးယူဆောင်ရွက်ခြင်းများ,Enforced
အရေးယူဆောင်ရွက်ခြင်းများရပ်တန့်,Enforced Halt
စည်းကြပ်,Enforcement
ဘက်တော်သားအေဂျင်စီက,Enforcement Agency
ဘက်တော်သားယန္တရား,Enforcement Mechanism
ဘက်တော်သားအရာရှိတဦး,Enforcement Officer
ထိတွေ့ဆက်ဆံခြင်း,Engage
တွင်ထိတွေ့ဆက်ဆံ,Engage In
စေ့စပ်,Engaged
စေ့စပ်မြို့တော်,Engaged Capital
စေ့စပ်ကော်လံ,Engaged Column
စေ့စပ်,Engagedness
စေ့စပ်ထားခြင်း,Engagement
ထိတွေ့ဆက်ဆံမှုစာအုပ်,Engagement Book
ထိတွေ့ဆက်ဆံမှုဒိုင်ယာရီ,Engagement Diary
ထိတွေ့ဆက်ဆံမှုလက်စွပ်,Engagement Ring
ထိတွေ့ဆက်ဆံမှု,Engager
ထိတွေ့ဆက်ဆံမှု,Engages
စေ့စပ်,Engaging
စေ့စပ်,Engagingness
စတင်သည့်,Engenderer
စတင်သည့်,Engenderment
အင်ဂျင်မောင်းသူ,Engine-Driver
အင်ဂျင်နီယာ,Engineer
အင်ဂျင်နီယာ,Engineering
အင်္ဂလန်နိုင်ငံ,England
အင်္ဂလန်နိုင်ငံ,Englander
အင်္ဂလိပ်စာ,English
အင်္ဂလိပ်မနက်စာစား,English Breakfast
အင်္ဂလိပ်,Englishman
အင်္ဂလိပ်လူ,English-Man
အင်္ဂလိပ်-သောမိန်းမ,English-Woman
အက္ခရာ တင်.,Engrave
ထုလုပ်သောရုပ်တု,Engraved
ထုလုပ်သောရုပ်တုအခြေစိုက်စခန်း,Engraved Base
ထုလုပ်သောရုပ်တုတံဆိပျ,Engraved Seal
အက္ခရာ တင်.,Engravement
အက္ခရာ တင်.,Engraver
လုပ်သောဆောက်,Engraver Chisel
အက္ခရာ တင်.,Engraves
အက္ခရာ တင်.,Engraving
ညစ်အပ်နဖားကို,Engraving Needle
ထုဖြစ်စဉ်ကို,Engraving Process
ကိုသုံးသောစာရွက်စာတမ်း,Engrossed Document
စွမ်းရည်မြှင့်,Enhancement
မြှင့်တင်,Enhancing
ဗ်,Enigmatic
ဗ်,Enigmatical
ဗ်,Enigmatically
ဗ်,Enigmatization
ဗ်,Enigmatize
ပညတ်,Enjoin
ပညတ်,Enjoiner
ပညတ်,Enjoinment
နှစ်သက်,Enjoy
မိမိကိုယ်ကိုပျော်မွေ့,Enjoy Oneself
ပျော်စရာ,Enjoyable
ပျော်စရာ,Enjoyableness
ပျော်စရာ,Enjoyably
သူတို့ခံစားရသော,Enjoyed
ခံစားခြင်း,Enjoying
ပျော်ရွှင်မှု,Enjoyment
အတော်ပင်,Enjoys
အကျယ်ချဲ့,Enlarge
ကျယ်ဝန်းထုတ်ဝေသော,Enlarged Edition
လောဘကိုကျယ်စေ,Enlargedness
ထပ်တိုးအချိုးအစား,Enlargement Ratio
တိုးချဲ့,Enlarging
ဉာဏ်အလင်းပွင်,Enlightened
ကြည်လင်,Enlightenedness
ဉာဏ်အလင်းပွင်,Enlightenment
သွားခဲ့ရသည်ဟု,Enlist
စစ်သည်ရုပ်တု,Enlisted
စစ်သည်ရုပ်တုယောက်ျား,Enlisted Man
သွားခဲ့ရသည်ဟု,Enlister
ထမ်း,Enlistment
သွားခဲ့ရသည်ဟု,Enlists
ရန်ငြိုးဖွဲ့,Enmity
ဧနောက်သည်,Enoch
ဧနောက်သည်,Enochic
အလွန်ကြီးမားသော,Enorm
ဖွံ့ဖြိုးတိုးတက်အောင်လုပ်ဆောင်နိုင်စွမ်း,Enormity
အလွန်ကြီးမားသော,Enormous
အလွန်ကြီးမားသော,Enormously
အလွန်ကြီးမားသော,Enormousness
ဧနုတ်,Enos
လုံလောက်သော,Enough
ကပြောပါတယ်မလုံလောက်,Enough Said
စုံစမ်းရေးအနေအထား,Enquiry Position
စုံစမ်းရေးတရားစွဲဆိုမှု,Enquiry Proceedings
အလွန်ဒေါသထွက်,Enraged
စိတ်ဆိုးနေ,Enragement
စိတ်ဆိုးနေ,Enrages
စိတ်ဆိုးနေ,Enraging
ကြွယ်ဝစေ,Enrich
ကြွယ်ဝပြည့်စုံ,Enriched
ယူရေနီယံသန့်စင်သည့်,Enricher
ယူရေနီယံသန့်စင်သည့်,Enriches
ယူရေနီယံသန့်စင်သည့်,Enriching
ယူရေနီယံသန့်စင်သည့်,Enrichment
ကျောင်းအပ်,Enrol
စာရင်းသွင်း,Enroll
ကျောင်းအပ်,Enrolled
အကောင့်စာရင်းသွင်း,Enrolled Account
ကျောင်းအပ်ဥပဒေကြမ်းကို,Enrolled Bill
ကျောင်းအပ်စာရွက်စာတမ်း,Enrolled Document
ကျောင်းအပ်သူနာပြု,Enrolled Nurse
ကျောင်းအပ်,Enroller
ကျောင်းအပ်,Enrollment
စါရင်းသွင်းခြင်း,Enrolment
လမ်းခရီးတွင်,Enroute
ကျင့်ကိုကျင့်ခြင်း,Ensample
ဌာပနာ,Enshrined
အလံကိုထူ,Ensign
အလံကိုထူ,Ensignment
အလံကိုထူ,Ensigns
စစ်ကျွန်,Enslave
ကျွန်,Enslaved
ကျွန်,Enslavedness
အနှောင်အဖွဲ့,Enslavement
အနှောင်အဖွဲ့,Enslaver
အနှောင်အဖွဲ့,Enslaves
အနှောင်အဖွဲ့,Enslaving
ဘမ်းမိ,Ensnare
ထောင်ချောက်ထဲကျသွား,Ensnarement
ထောင်ချောက်ထဲကျသွား,Ensnarer
လူအများက,Ensuing
အာမခံ,Ensure
လုပ်ဆောင်,Ensurer
တွက်ချက်,Entail
တွက်ချက်,Entailable
တွက်ချက်,Entailer
တွက်ချက်,Entailment
ငြိတွယ်,Entangle
ငြိစွန်း,Entangled
ငြိစွန်း,Entangledness
ငြိတွယ်,Entanglement
ငြိတွယ်,Entangler
ငြိတွယ်,Entangling
ဝင်ရောက်,Enter
သို့ဝင်,Enter Into
အပေါ်မဝင်ရ,Enter On
အပေါ်သို့မဝင်ရ,Enter Upon
ဝင်ရောက်,Enterable
ဝင်ရောက်,Enteral
ဝင်ရောက်,Enterate
ဝင်သ,Entered
ဝင်ရောက်,Enterer
ဝင်ရောက်,Enteric
င်ရောက်ခြင်း,Entering
ဝင်ရောက်ခြင်းပွိုင့်,Entering Point
ဝင်ရောက်ခြင်းလေသံ,Entering Tone
ဝင်ရောက်,Enteritis
လုပ်ငန်း,Enterprise
စီးပွားရေးလုပ်ငန်းဝင်ငွေရ,Enterprise Revenue
လုပ်ကိုင်လာသည့်လုပ်ငန်းရှင်,Enterprising
ဖျော်ဖြေရေးပိုစတာ,Entertainment Poster
ဖျော်ဖြေရေးအခွန်,Entertainment Tax
နန်းတင်,Enthronement
နန်းတင်,Enthronization
နန်းတင်,Enthronize
စိတ်အားထက်သန်မှု,Enthusiasm
ဝါသနာအိုး,Enthusiast
စိတ်အားထက်သန်,Enthusiastic
စိတ်အားထက်သန်,Enthusiastical
ထက်ထက်သန်သန်,Enthusiastically
ချော့မော့,Entice
စွဲမက်,Enticeable
စွဲမက်,Enticed
စွဲမက်,Enticeful
စွဲမက်,Enticement
စွဲမက်,Enticer
စွဲမက်,Entices
ဖြားယောင်း,Enticing
သွေးဆောင်,Enticingness
တစ်ခုလုံးကို,Entire
တစ်ခုလုံးကိုစာချုပ်,Entire Contract
လုံးဝ,Entirely
လုံးဝ,Entireness
အပြီးအပိုင်,Entirety
ခေါင်းစဉ်တပ်,Entitle
ခံစားခွင့်ရှိသည်,Entitled
ရပိုင်ခွင့်အခွင့်အရေး,Entitlement
နောက်လိုက်နောက်ပါ,Entourage
အူ,Entrail
အူ,Entrails
ဝင်ပေါက်,Entrance
ဝင်ပေါက်အခကြေးငွေ,Entrance Fee
ဝင်ပေါက်ပိုက်ဆံ,Entrance Money
ဝင်ပေါက်,Entranced
ဝင်ပေါက်,Entrancement
ဝင်ပေါက်,Entrancing
မည်အကြောင်းတောင်းပန်,Entreat
တောင်းပန်,Entreating
တောင်းပန်,Entreatment
အသနားခံချက်ကို,Entreaty
အမြစ်တွယ်နေပြီး,Entrench
အပေါ်အမြစ်တွယ်နေပြီး,Entrench On
မိမိကိုယ်ကိုအမြစ်တွယ်နေပြီး,Entrench Oneself
အမြစ်တွယ်နေပြီး,Entrenched
အမြစ်တွယ်နေပြီး,Entrenchment
စီးပွားရေးလုပ်ငန်းရှင်,Entrepreneur
စီးပွားရေးလုပ်ငန်းရှင်များအကြား,Entrepreneurial
အသိစိတ်ရှိရှိ,Entrust
အသိစိတ်ရှိရှိ,Entrustment
စာရင်းကောက်ယူ,Enumerated
စာရင်းကောက်ယူ,Enumeration
စာရင်းကောက်ယူစက်ကိရိယာ,Enumeration Device
စာအိတ်,Envelop
စာအိတ်မဲပေး,Envelop Voting
စာအိတ်,Envelope
လွှမ်းမိုး,Enveloped
စာအိတ်,Enveloper
စာအိတ်,Enveloping
စာအိတ်,Envelopment
ငြူစူခြင်းလည်း,Envied
ငြူစူ,Envious
ပတ်ဝန်းကျင်,Environ
ပတ်ဝန်းကျင်,Environal
ပတ်ဝန်းကျင်,Environic
ပတ်ဝန်းကျင်,Environment
ပတ်ဝန်းကျင်ထိန်းသိမ်းရေး,Environmental
သဘာဝပတ်ဝန်းကျင်ဆိုင်ရာသတ်မှတ်ပြဋ္ဌာန်းပြီး,Environmental Determinism
သဘာဝပတ်ဝန်းကျင်စီးပွားရေးနှိုးဆွမှု,Environmental Stimulus
ပတ်ဝန်းကျင်ထိန်းသိမ်းရေး,Environmentalism
သဘာဝထိန်းသိမ်းရေး,Environmentalist
ပတ်ဝန်းကျင်နဲ့,Environmentally
ပတ်ဝန်းကျင်နဲ့စကားပြောခြင်း,Environmentally Speaking
ပတ်ဝန်းကျင်,Environs
အထူးသံတမန်,Envoi
အထူးသံတမန်,Envoy
ငြူစူခြင်းလည်း,Envy
ငြူစူခြင်းလည်း,Envying
အင်ဇိုင်း,Enzym
အင်ဇိုင်း,Enzyme
အင်ဇိုင်း,Enzymic
အင်ဇိုင်း,Enzymically
တဧဖါ,Ephah
သက်တမ်းတိုတောင်းလှသော,Ephemeral
သက်တမ်းတိုတောင်းလှသော,Ephemerality
သက်တမ်းတိုတောင်းလှသော,Ephemerally
သက်တမ်းတိုတောင်းလှသော,Ephemeralness
သက်တမ်းတိုတောင်းလှသော,Ephemerous
ဧဖက်,Ephesian
သင်တိုင်းကို,Ephod
ဧဖရိမ်သည်,Ephraim
ဧဖရိမ်အမျိုး,Ephraimite
ဧဖရိမ်,Ephraimitic
ဧဖရိမ်,Ephrathite
ငလျင်ဗဟိုချက်မှာ,Epicenter
ငလျင်ဗဟိုချက်မှာ,Epicentre
ကပ်ရောဂါ,Epidemic
ကပ်ရောဂါနှောက်အမြှေးရောင်,Epidemic Meningitis
ကပ်ရောဂါဘေးဥပဒ်,Epidemic Plague
ကပ်ရောဂါ,Epidemical
ကပ်ရောဂါ,Epidemically
ကပ်ရောဂါ,Epidemicity
ဆင့်ပွားကူးစက်,Epidemiological
ကူးစက်ရောဂါဆိုင်ရာ,Epidemiologist
ကူးစက်ရောဂါပျံ့ပွားမှု,Epidemiology
ဗီဇလုပ်ငန်းထိန်းချုပ်,Epigenetic
ဗီဇလုပ်ငန်းထိန်းချုပ်မှု,Epigenetically
က်ရူးပြန်ရောဂါ,Epilepsy
ဝက်ရူးပြန်,Epileptic
ဝက်ရူးပြန်တက်ခြင်း,Epileptic Convulsion
ဝက်ရူးပြန်ရာဇဝတ်ကောင်,Epileptic Criminal
ဝက်ရူးပြန်ကိုယ်ရည်ကိုယ်သွေး,Epileptic Personality
ဝက်ရူးပြန်,Epileptically
ဩဝါဒစာ,Epistle
ဩဝါဒစာ,Epistler
ဩဝါဒစာခြမ်း,Epistles Side
အချုပ်,Epitomator
အချုပ်,Epitome
အချုပ်,Epitomic
အချုပ်,Epitomical
အချုပ်,Epitomically
အချုပ်,Epitomization
အချုပ်,Epitomizer
ယုဂ်,Epoch
ယုဂ်ချမှတ်,Epoch Making
ယုဂ်,Epochal
ယုဂ်,Epochalism
ယုဂ်,Epochally
ယုဂ်,Epoche
ယုဂ်,Epochism
ဖော်မြူ,Epoxy
ဖော်မြူဗဓေလသစ်,Epoxy Resin
တူညီသော,Equal
တန်းတူဖြန့်ဖြူး,Equal Distribution
တန်းတူပုံစံ,Equal Form
တန်းတူယဇ်ကိုပူဇော်ရာ,Equal Sacrifice
တန်းတူ,Equal To
တူညီသော,Equalable
တန်းတူ,Equaling
တန်းတူရေး,Equality
မဲအရေအတွက်၏တန်းတူရေး,Equality Of Votes
တူညီသော,Equalization
ညီမျှ,Equalize
တူညီသော,Equalized
တူညီသော,Equalizer
တူညီသော,Equalizes
တူညီသော,Equalizing
တူညီစွာ,Equally
တူညီသော,Equalness
အီကွေတာ,Equatable
တူညီနေသည်,Equate
အီကွေတာ,Equated
ညီမျှခြင်း,Equation
အီကွေတာ,Equational
အီကွေတာချဉ်းကပ်မှု,Equational Approach
အီကွေတာသီအိုရီ,Equational Theory
အီကွေတာ,Equator
အီကွေတာ,Equatorial
အီကွေတာဂီနီနိုင်ငံ,Equatorial Guinea
အီကွေတာ,Equatorially
မြင်းစီးခြင်း,Equestrian
မြင်းစီးရုပ်ထု,Equestrian Statue
မြင်းစီးခြင်း,Equestrianism
မြင်းစီးခြင်း,Equestrianize
ဟန်ချက်ညီသော,Equilibrium
ဟန်ချက်ညီသောခွဲခြမ်းစိတ်ဖြာ,Equilibrium Analysis
ဟန်ချက်ညီသောထောက်ပံ့ငွေ,Equilibrium Grant
ဟန်ချက်ညီသောအချက်,Equilibrium Point
ဟန်ချက်ညီသောစျေးနှုန်း,Equilibrium Price
ပစ္စည်းကရိယာ,Equip
မိမိကိုယ်ကို့ဆည်းပေးသည်,Equip Oneself
ပစ္စည်းကရိယာ,Equiped
ပစ္စည်းကရိယာ,Equipment
ပစ္စည်းကိရိယာများကိုထိန်းချုပ်,Equipment Control
ပစ္စည်းကိရိယာများဒီဇိုင်းအသစ်,Equipment Redesign
စွမ်းဆောင်ရည်တူညီသော,Equipotent
ပစ္စည်းကရိယာ,Equipped
တက်လာအောင်,Equipping
တန်းတူညီမျှရေး,Equitable
တရားမျှတတဲ့အရာတစ်ခု,Equitable Asset
တရားမျှတဖြန့်ဖြူး,Equitable Distribution
တရားမျှတပေါင်ခံ,Equitable Mortgage
တရားမျှတပိုင်ဆိုင်မှုကို,Equitable Ownership
တရားမျှတ,Equitableness
မျှတစွာ,Equitably
တရားမျှတ,Equitant
တရားမျှတ,Equitation
တရားမျှတ,Equitative
တရားမျှတ,Equites
သာတူညီမျှမြို့တော်,Equity Capital
ရှယ်ယာဝေစု,Equity Share
